beatmapset_id,difficulty_rating,id,mode,status,total_length,user_id,version,accuracy,ar,bpm,convert,count_circles,count_sliders,count_spinners,cs,deleted_at,drain,hit_length,is_scoreable,last_updated,mode_int,passcount,playcount,ranked,url
1294867,2.7,2777017,taiko,ranked,115,3901754,Futsuu,4,10,185,False,335,0,0,10,,7,115,True,2022-03-08T00:21:59+00:00,1,226,828,1,https://osu.ppy.sh/beatmaps/2777017
1294867,1.75,2777018,taiko,ranked,115,3901754,Kantan,3,10,185,False,194,0,0,10,,8,115,True,2022-03-08T00:21:59+00:00,1,289,640,1,https://osu.ppy.sh/beatmaps/2777018
1294867,3.47,2777019,taiko,ranked,115,3901754,Muzukashii,5,10,185,False,453,0,0,10,,6,115,True,2022-03-08T00:22:00+00:00,1,164,662,1,https://osu.ppy.sh/beatmaps/2777019
1294867,4.56,2777020,taiko,ranked,115,3901754,Oni,6,10,185,False,615,0,0,10,,5,115,True,2022-03-08T00:22:00+00:00,1,138,687,1,https://osu.ppy.sh/beatmaps/2777020
1148786,6.26,2399834,osu,ranked,125,9823042,Selcouth,9,9.5,155,False,377,181,0,4.6,,5.5,120,True,2022-03-07T05:40:53+00:00,0,3985,18091,1,https://osu.ppy.sh/beatmaps/2399834
1148786,2.07,2414422,osu,ranked,126,197805,Niva's Normal,5,5.5,155,False,69,117,0,3.5,,3,115,True,2022-03-07T05:40:54+00:00,0,3424,6301,1,https://osu.ppy.sh/beatmaps/2414422
1148786,4.8,2918998,osu,ranked,125,4694602,Down's Insane,8,9,155,False,252,234,1,4.2,,5,119,True,2022-03-07T05:40:54+00:00,0,6421,19000,1,https://osu.ppy.sh/beatmaps/2918998
1148786,3.09,3191002,osu,ranked,125,2490770,Cellina's Hard,6,7.7,155,False,105,175,1,3.8,,4,115,True,2022-03-07T05:40:55+00:00,0,6904,14365,1,https://osu.ppy.sh/beatmaps/3191002
1148786,5.35,3238107,osu,ranked,125,6974536,Cocoa's Extra,8.5,9.3,155,False,216,272,1,3.7,,5.1,122,True,2022-03-07T05:40:55+00:00,0,5051,17596,1,https://osu.ppy.sh/beatmaps/3238107
941314,5.29,3188927,mania,ranked,266,6253266,[4K] Rebellion,7.5,5,198,False,1043,2176,0,4,,9.1,266,True,2022-03-07T19:15:45+00:00,3,850,6553,1,https://osu.ppy.sh/beatmaps/3188927
1641821,2.13,3350936,osu,ranked,86,11753540,Zevonik's Normal,4,5,167,False,58,101,1,3.5,,4,85,True,2022-03-12T22:12:55+00:00,0,2687,7516,1,https://osu.ppy.sh/beatmaps/3350936
1641821,4.82,3350938,osu,ranked,85,20369125,Insane,8,9,167,False,159,130,0,4,,5.5,85,True,2022-03-12T22:12:56+00:00,0,3452,20728,1,https://osu.ppy.sh/beatmaps/3350938
1641821,3.44,3368186,osu,ranked,85,3718151,Mathew's Hard,6,8,167,False,109,119,1,4,,5,85,True,2022-03-12T22:12:56+00:00,0,3243,15139,1,https://osu.ppy.sh/beatmaps/3368186
1371944,8.17,2836353,osu,ranked,583,9010492,Blossoming Choirs,9.8,9.8,215,False,4236,904,0,4.2,,5,569,True,2022-03-07T05:33:12+00:00,0,733,18649,1,https://osu.ppy.sh/beatmaps/2836353
1704302,4.92,3482458,osu,ranked,266,6055351,Insane,8,9,185,False,391,504,0,4,,5,255,True,2022-03-07T12:51:26+00:00,0,1606,11611,1,https://osu.ppy.sh/beatmaps/3482458
1704302,6.07,3482459,osu,ranked,266,6055351,You & I,9,9.4,185,False,587,476,0,4,,5,265,True,2022-03-07T12:51:27+00:00,0,1885,15994,1,https://osu.ppy.sh/beatmaps/3482459
1661880,6.24,3392673,osu,ranked,317,16546696,Prayer,9.2,9.4,190,False,953,410,1,4,,5,307,True,2022-03-07T03:18:53+00:00,0,3529,24661,1,https://osu.ppy.sh/beatmaps/3392673
1625877,4.07,3319467,mania,ranked,88,15205070,[7K] Singularity,8.2,5,175,False,742,296,0,7,,8.4,88,True,2022-03-14T07:28:21+00:00,3,1177,2287,1,https://osu.ppy.sh/beatmaps/3319467
1625877,2.86,3319663,mania,ranked,88,6889055,[7K] _VK's Hard,7.7,5,175,False,792,60,0,7,,7.8,88,True,2022-03-14T07:28:22+00:00,3,707,1576,1,https://osu.ppy.sh/beatmaps/3319663
1625877,2.09,3320951,mania,ranked,86,7037423,[7K] Reina's Normal,7,5,175,False,451,62,0,7,,7,86,True,2022-03-14T07:28:22+00:00,3,1094,2503,1,https://osu.ppy.sh/beatmaps/3320951
1616498,3.98,3300570,mania,ranked,90,14190991,[4K] Beautiful Days,8,5,196,False,949,57,0,4,,8,89,True,2022-03-15T11:00:00+00:00,3,3001,7498,1,https://osu.ppy.sh/beatmaps/3300570
1616498,2.96,3300571,mania,ranked,90,14190991,[4K] Hard,7.5,5,196,False,758,35,0,4,,7.5,89,True,2022-03-15T11:00:00+00:00,3,2899,5869,1,https://osu.ppy.sh/beatmaps/3300571
1616498,2.33,3300572,mania,ranked,90,14190991,[4K] Normal,7,5,196,False,522,48,0,4,,7,89,True,2022-03-15T11:00:00+00:00,3,1529,3979,1,https://osu.ppy.sh/beatmaps/3300572
589614,6.15,1248009,mania,ranked,137,8122392,[7K] Lost Continent,8.5,5,191,False,2329,286,0,7,,8.7,137,True,2022-03-11T04:14:06+00:00,3,597,1378,1,https://osu.ppy.sh/beatmaps/1248009
589614,3.15,1249891,mania,ranked,137,8122392,[7K] Hyper,7.5,5,191,False,1256,121,0,7,,7.5,137,True,2022-03-11T04:14:06+00:00,3,1634,2962,1,https://osu.ppy.sh/beatmaps/1249891
589614,2.14,1250960,mania,ranked,135,8122392,[7K] Normal,7.2,5,191,False,770,126,0,7,,7.5,134,True,2022-03-11T04:14:07+00:00,3,820,2008,1,https://osu.ppy.sh/beatmaps/1250960
589614,4.64,1271426,mania,ranked,137,2616570,[7K] Kyou's Another,8,5,191,False,1479,359,0,7,,8,137,True,2022-03-11T04:14:08+00:00,3,676,1585,1,https://osu.ppy.sh/beatmaps/1271426
589614,5.83,1274136,mania,ranked,137,3793196,[7K] CS' Extra,8.5,5,191,False,1911,258,0,7,,8.2,137,True,2022-03-11T04:14:08+00:00,3,333,819,1,https://osu.ppy.sh/beatmaps/1274136
589614,1.62,1418673,mania,ranked,135,6237817,[7K] A Lie's Beginner,7,5,191,False,437,86,0,7,,7,134,True,2022-03-11T04:14:09+00:00,3,836,1972,1,https://osu.ppy.sh/beatmaps/1418673
1072946,1.63,2245530,mania,ranked,106,8001433,[4K] Easy,6.5,5,170,False,340,63,0,4,,6.5,106,True,2022-03-15T10:03:45+00:00,3,869,1837,1,https://osu.ppy.sh/beatmaps/2245530
1072946,2.99,2245531,mania,ranked,106,8001433,[4K] Hard,7.5,5,170,False,777,88,0,4,,7.5,106,True,2022-03-15T10:03:46+00:00,3,1911,4240,1,https://osu.ppy.sh/beatmaps/2245531
1072946,2.31,2245532,mania,ranked,106,1997633,[4K] Riana's Normal,7,5,170,False,582,68,0,4,,7,106,True,2022-03-15T10:03:46+00:00,3,1566,3016,1,https://osu.ppy.sh/beatmaps/2245532
1072946,3.97,2246012,mania,ranked,106,9228569,[4K] Amii's Insane,8,5,170,False,999,111,0,4,,8,106,True,2022-03-15T10:03:47+00:00,3,2207,5356,1,https://osu.ppy.sh/beatmaps/2246012
1669463,5.33,3409441,taiko,ranked,187,1980256,antipathy world,6,10,170,False,1192,0,0,7,,6,185,True,2022-03-13T09:54:03+00:00,1,558,3313,1,https://osu.ppy.sh/beatmaps/3409441
1669463,2.61,3409442,taiko,ranked,187,1980256,futsuu,4,10,170,False,556,2,0,7,,7,185,True,2022-03-13T09:54:03+00:00,1,436,2881,1,https://osu.ppy.sh/beatmaps/3409442
1669463,3.39,3409443,taiko,ranked,187,1980256,muzukashii,5,10,170,False,750,0,0,7,,6,185,True,2022-03-13T09:54:04+00:00,1,494,2251,1,https://osu.ppy.sh/beatmaps/3409443
1669463,4.13,3409444,taiko,ranked,187,1980256,oni,5.5,10,170,False,940,0,0,7,,5.5,185,True,2022-03-13T09:54:04+00:00,1,636,2377,1,https://osu.ppy.sh/beatmaps/3409444
1719038,5.32,3513051,osu,ranked,86,5364763,Collab Utopia,8.3,9.2,182,False,217,121,0,4.2,,6,85,True,2022-03-18T14:16:28+00:00,0,2586,16750,1,https://osu.ppy.sh/beatmaps/3513051
1719038,2.41,3513052,osu,ranked,86,5364763,Normal,4,6,182,False,86,72,1,3.5,,3,85,True,2022-03-18T14:16:28+00:00,0,2520,5950,1,https://osu.ppy.sh/beatmaps/3513052
1719038,3.51,3513421,osu,ranked,86,5364763,Hard,6,7.5,182,False,90,135,1,3.8,,4.5,85,True,2022-03-18T14:16:29+00:00,0,2289,9352,1,https://osu.ppy.sh/beatmaps/3513421
1719038,4.61,3514111,osu,ranked,86,12572294,KoldNoodl's Insane,8,9,182,False,160,127,2,4,,5,85,True,2022-03-18T14:16:29+00:00,0,4525,15310,1,https://osu.ppy.sh/beatmaps/3514111
1589015,4.74,3245620,osu,ranked,171,7777875,42656c6f766564,7,8,149,False,121,332,0,4,,6,169,True,2022-03-14T11:49:58+00:00,0,542,6301,1,https://osu.ppy.sh/beatmaps/3245620
1589015,3.63,3421938,osu,ranked,171,2054596,PaRaDogi's Hard,5,7.5,149,False,182,221,0,3.8,,4.5,169,True,2022-03-14T11:49:58+00:00,0,1986,7786,1,https://osu.ppy.sh/beatmaps/3421938
1589015,3.91,3447004,osu,ranked,171,6808091,pocket's Insane,6,9,149,False,142,254,0,4,,5,169,True,2022-03-14T11:49:59+00:00,0,1192,4933,1,https://osu.ppy.sh/beatmaps/3447004
1589015,2.06,3490986,osu,ranked,171,6300910,Ku / Zuha's Normal,4,5,149,False,85,197,2,3,,4,169,True,2022-03-14T11:49:59+00:00,0,2014,5518,1,https://osu.ppy.sh/beatmaps/3490986
1703920,3.27,3481617,osu,ranked,216,3181083,Nothing Is Clear,6,7,86.0001,False,193,191,11,5,,4,208,True,2022-03-14T18:33:37+00:00,0,561,4087,1,https://osu.ppy.sh/beatmaps/3481617
1434388,4.93,3050361,osu,ranked,237,10804484,Jagdblume's Insane,7,9,175,False,437,269,1,4,,5,226,True,2022-03-02T03:30:10+00:00,0,4680,29215,1,https://osu.ppy.sh/beatmaps/3050361
1434388,3.33,3242466,osu,ranked,237,16368250,Hard,6,8.2,175,False,232,356,1,4,,4,224,True,2022-03-02T03:30:11+00:00,0,7798,27487,1,https://osu.ppy.sh/beatmaps/3242466
1434388,5.83,3459827,osu,ranked,237,16368250,Falling Up,9,9.5,175,False,253,465,1,4.3,,5,224,True,2022-03-02T03:30:11+00:00,0,3442,18073,1,https://osu.ppy.sh/beatmaps/3459827
1434388,5.36,3459829,osu,ranked,237,14272534,Astromi's Extra,8,9,175,False,332,426,1,3.2,,5,222,True,2022-03-02T03:30:12+00:00,0,2513,13024,1,https://osu.ppy.sh/beatmaps/3459829
1678580,1.76,3431601,osu,ranked,83,11319867,Easy,2,5,177,False,46,60,1,3,,3,81,True,2022-03-13T19:17:34+00:00,0,2260,4672,1,https://osu.ppy.sh/beatmaps/3431601
1678580,3.69,3431603,osu,ranked,83,11319867,Hard,6.5,8,177,False,104,149,1,3.8,,4.5,81,True,2022-03-13T19:17:34+00:00,0,5481,15769,1,https://osu.ppy.sh/beatmaps/3431603
1678580,4.53,3431604,osu,ranked,83,11319867,Insane,8,9,177,False,164,138,2,3.8,,5,81,True,2022-03-13T19:17:35+00:00,0,7545,24229,1,https://osu.ppy.sh/beatmaps/3431604
1678580,2.5,3431605,osu,ranked,83,11319867,Normal,4,6,177,False,89,97,1,3.5,,4,81,True,2022-03-13T19:17:35+00:00,0,2965,8281,1,https://osu.ppy.sh/beatmaps/3431605
1678580,5.16,3448865,osu,ranked,83,12924476,Gaz's Extra,8.5,9.1,177,False,187,136,2,4,,5.5,81,True,2022-03-13T19:17:36+00:00,0,3796,15427,1,https://osu.ppy.sh/beatmaps/3448865
1678580,5.32,3456346,osu,ranked,83,11319867,Expert,8.7,9.2,177,False,200,133,2,4.2,,6,81,True,2022-03-13T19:17:36+00:00,0,4803,18442,1,https://osu.ppy.sh/beatmaps/3456346
1697194,7.08,3467573,osu,ranked,301,592971,Darkness of the Void,9,9.6,200,False,877,491,5,4.5,,6,300,True,2022-03-14T17:39:16+00:00,0,977,18919,1,https://osu.ppy.sh/beatmaps/3467573
1697194,5.25,3471735,osu,ranked,301,592971,Insane,8,9,200,False,368,551,5,3.8,,5,263,True,2022-03-14T17:39:17+00:00,0,7210,36028,1,https://osu.ppy.sh/beatmaps/3471735
1697194,6.28,3472890,osu,ranked,301,6055351,gazimal's Extra,8.7,9.4,200,False,629,568,1,4,,5.5,278,True,2022-03-14T17:39:18+00:00,0,3832,24445,1,https://osu.ppy.sh/beatmaps/3472890
1306595,6.67,2709056,osu,ranked,207,7715620,Extreme,9,9.6,272,False,877,351,1,3.7,,5,200,True,2022-03-14T14:56:01+00:00,0,848,13618,1,https://osu.ppy.sh/beatmaps/2709056
1306595,8.18,2715016,osu,ranked,207,7715620,Cradle of the Dead,9.2,10,272,False,1046,294,1,4,,5,200,True,2022-03-14T14:56:01+00:00,0,559,8866,1,https://osu.ppy.sh/beatmaps/2715016
1306595,2.93,2917753,osu,ranked,207,7715620,Normal,5,6,272,False,148,252,7,3,,4,179,True,2022-03-14T14:56:02+00:00,0,1349,6112,1,https://osu.ppy.sh/beatmaps/2917753
1306595,5.92,3356229,osu,ranked,207,7543834,Atalanta's Extra,9,9.4,272,False,759,393,1,3.6,,5,201,True,2022-03-14T14:56:03+00:00,0,738,14545,1,https://osu.ppy.sh/beatmaps/3356229
1306595,3.7,3356230,osu,ranked,207,7715620,Hard,7,8,272,False,223,330,12,3.5,,4,176,True,2022-03-14T14:56:03+00:00,0,1868,8182,1,https://osu.ppy.sh/beatmaps/3356230
1306595,4.79,3508565,osu,ranked,207,7715620,Insane,8,9,272,False,509,421,1,3.6,,4,198,True,2022-03-14T14:56:04+00:00,0,3422,16210,1,https://osu.ppy.sh/beatmaps/3508565
1685263,4.5,3444161,osu,ranked,245,12941686,<3,7.5,8.8,160,False,468,310,0,4,,5.2,222,True,2022-03-14T14:49:49+00:00,0,4432,22852,1,https://osu.ppy.sh/beatmaps/3444161
1685263,3.49,3444162,osu,ranked,245,4470854,YamYA's Hard,6,8,160,False,291,305,1,3.7,,5,223,True,2022-03-14T14:49:49+00:00,0,3214,13393,1,https://osu.ppy.sh/beatmaps/3444162
1458628,5.88,2997476,taiko,ranked,168,2786984,Phantasm,6.5,5,164,False,1325,0,3,5,,6,168,True,2022-03-14T14:34:34+00:00,1,203,1963,1,https://osu.ppy.sh/beatmaps/2997476
1458628,4.32,3001162,taiko,ranked,168,2786984,Oni,5.5,5,164,False,992,0,4,5,,5.5,168,True,2022-03-14T14:34:34+00:00,1,287,1549,1,https://osu.ppy.sh/beatmaps/3001162
1458628,3.6,3230016,taiko,ranked,168,2786984,Muzukashii,5,5,164,False,727,0,3,5,,6,168,True,2022-03-14T14:34:35+00:00,1,169,1009,1,https://osu.ppy.sh/beatmaps/3230016
1458628,2.47,3230678,taiko,ranked,167,2786984,Futsuu,4,5,164,False,464,0,5,5,,7,167,True,2022-03-14T14:34:35+00:00,1,226,1189,1,https://osu.ppy.sh/beatmaps/3230678
1458628,1.69,3230679,taiko,ranked,167,2786984,Kantan,3,5,164,False,251,0,3,5,,8,167,True,2022-03-14T14:34:36+00:00,1,307,827,1,https://osu.ppy.sh/beatmaps/3230679
1282054,1.99,2662850,osu,ranked,94,4030114,Lobelia's Normal,4,4.5,109,False,38,102,0,3,,4,94,True,2022-03-11T13:11:53+00:00,0,2279,5473,1,https://osu.ppy.sh/beatmaps/2662850
1282054,2.78,2662851,osu,ranked,93,3131236,Hard,6,7.5,109,False,115,89,3,3.8,,5,91,True,2022-03-11T13:11:53+00:00,0,1672,5104,1,https://osu.ppy.sh/beatmaps/2662851
1282054,4.42,2662852,osu,ranked,94,4030114,Lobelia's Insane,8,9,109,False,131,166,1,4,,6,94,True,2022-03-11T13:11:54+00:00,0,1340,4060,1,https://osu.ppy.sh/beatmaps/2662852
1282054,4.94,2663544,osu,ranked,93,3131236,Rua,8,9.2,109,False,301,44,3,3,,7,93,True,2022-03-11T13:11:54+00:00,0,1005,6679,1,https://osu.ppy.sh/beatmaps/2663544
1282054,3.45,2670935,osu,ranked,94,1949710,Misure's Insane,6.5,8,109,False,170,86,1,4,,4.5,94,True,2022-03-11T13:11:55+00:00,0,1541,5032,1,https://osu.ppy.sh/beatmaps/2670935
1282054,4.44,2671022,osu,ranked,93,6149313,Pata-Mon's Insane,8,8,109,False,116,142,2,5,,7,93,True,2022-03-11T13:11:55+00:00,0,377,4321,1,https://osu.ppy.sh/beatmaps/2671022
1282054,3.87,2682225,osu,ranked,93,1826598,Narcissu's Insane,8,8.5,109,False,205,71,0,4.5,,7,89,True,2022-03-11T13:11:56+00:00,0,777,4627,1,https://osu.ppy.sh/beatmaps/2682225
1695972,4.52,3465239,mania,ranked,282,4693052,[4K] Seizon Senryaku!,8,5,200.4,False,4761,40,0,4,,8,281,True,2022-03-10T01:30:47+00:00,3,1188,15049,1,https://osu.ppy.sh/beatmaps/3465239
1709643,5.74,3493453,taiko,ranked,83,11716851,Inner Oni,7,10,234,False,460,0,1,2,,6,66,True,2022-03-13T19:09:51+00:00,1,339,1387,1,https://osu.ppy.sh/beatmaps/3493453
1709643,2.89,3494327,taiko,ranked,83,11716851,Futsuu,4,10,234,False,219,0,1,2,,8,66,True,2022-03-13T19:09:52+00:00,1,130,664,1,https://osu.ppy.sh/beatmaps/3494327
1709643,1.88,3494328,taiko,ranked,83,11716851,Kantan,3,10,234,False,130,0,1,2,,9,66,True,2022-03-13T19:09:52+00:00,1,275,689,1,https://osu.ppy.sh/beatmaps/3494328
1709643,3.52,3494329,taiko,ranked,83,11716851,Muzukashii,5,10,234,False,301,0,1,2,,7.5,66,True,2022-03-13T19:09:53+00:00,1,157,709,1,https://osu.ppy.sh/beatmaps/3494329
1709643,4.55,3494330,taiko,ranked,83,11716851,Oni,6,10,234,False,389,0,1,2,,7,66,True,2022-03-13T19:09:53+00:00,1,188,621,1,https://osu.ppy.sh/beatmaps/3494330
1689404,5.44,3452379,osu,ranked,83,12931130,Expert,8.4,9,177,False,206,125,2,4,,6,81,True,2022-03-13T18:41:24+00:00,0,6975,35263,1,https://osu.ppy.sh/beatmaps/3452379
1689404,2.32,3453033,osu,ranked,83,12931130,Normal,4,4,177,False,101,96,1,3.2,,3.4,81,True,2022-03-13T18:41:24+00:00,0,3200,11611,1,https://osu.ppy.sh/beatmaps/3453033
1689404,1.87,3454538,osu,ranked,83,12931130,Easy,3,3.2,177,False,67,64,1,2.8,,3,81,True,2022-03-13T18:41:24+00:00,0,3241,11764,1,https://osu.ppy.sh/beatmaps/3454538
1689404,4.71,3457772,osu,ranked,83,17363207,Flame Haze & voltia's Insane,8.2,8.8,177,False,147,146,0,3.8,,5,80,True,2022-03-13T18:41:25+00:00,0,5608,23653,1,https://osu.ppy.sh/beatmaps/3457772
1689404,3.63,3463048,osu,ranked,83,9530021,Itsuuki's Hard,6,8,177,False,120,137,1,3.8,,4,81,True,2022-03-13T18:41:25+00:00,0,6553,19531,1,https://osu.ppy.sh/beatmaps/3463048
1701020,7.45,3475821,taiko,ranked,247,9912966,Stasis,7.7,10,140,False,1731,0,8,2,,6,228,True,2022-03-10T21:59:36+00:00,1,49,347,1,https://osu.ppy.sh/beatmaps/3475821
1701020,6.22,3476600,taiko,ranked,247,9912966,Inner Oni,7,10,140,False,1526,0,8,2,,5.5,228,True,2022-03-10T21:59:36+00:00,1,56,342,1,https://osu.ppy.sh/beatmaps/3476600
1701020,4.98,3477096,taiko,ranked,247,9912966,Oni,6.3,10,140,False,1235,1,8,2,,6,228,True,2022-03-10T21:59:37+00:00,1,42,235,1,https://osu.ppy.sh/beatmaps/3477096
1701020,3.42,3478419,taiko,ranked,247,9912966,Muzukashii,5.6,10,140,False,779,1,7,2,,6.5,228,True,2022-03-10T21:59:37+00:00,1,60,335,1,https://osu.ppy.sh/beatmaps/3478419
1208673,7.16,2516616,osu,ranked,677,6381153,Painted Path,9.4,9.7,210,False,3714,1023,5,4.2,,5,625,True,2022-03-12T13:42:03+00:00,0,815,16516,1,https://osu.ppy.sh/beatmaps/2516616
1709215,6.01,3492625,taiko,ranked,220,19901680,Firefly,6,5,200,False,1256,0,1,5,,6,208,True,2022-03-13T07:52:03+00:00,1,763,3493,1,https://osu.ppy.sh/beatmaps/3492625
1709215,4.03,3492626,taiko,ranked,220,19901680,Muzukashii,5,5,200,False,830,0,1,5,,6,208,True,2022-03-13T07:52:03+00:00,1,388,1684,1,https://osu.ppy.sh/beatmaps/3492626
1709215,4.8,3492627,taiko,ranked,220,19901680,Oni,5.5,5,200,False,1047,0,1,5,,5.5,208,True,2022-03-13T07:52:04+00:00,1,363,1594,1,https://osu.ppy.sh/beatmaps/3492627
1709215,3.09,3502716,taiko,ranked,220,19901680,Futsuu,4,5,200,False,641,0,1,5,,7,208,True,2022-03-13T07:52:04+00:00,1,260,1909,1,https://osu.ppy.sh/beatmaps/3502716
1709215,1.97,3505604,taiko,ranked,220,7094489,Maimai's Kantan,3,5,200,False,374,0,1,5,,8,208,True,2022-03-13T07:52:05+00:00,1,551,2863,1,https://osu.ppy.sh/beatmaps/3505604
1539091,3.5,3146612,mania,ranked,188,2685408,[4K] I like you,8,5,170,False,1044,593,0,4,,8,186,True,2022-03-17T23:31:41+00:00,3,2158,6616,1,https://osu.ppy.sh/beatmaps/3146612
1539091,2.77,3195213,mania,ranked,188,2685408,[4K] Hard,7.8,5,170,False,1121,258,0,4,,7.5,186,True,2022-03-17T23:31:42+00:00,3,2685,7219,1,https://osu.ppy.sh/beatmaps/3195213
1539091,1.96,3196889,mania,ranked,188,2685408,[4K] Normal,7.2,5,170,False,691,135,0,4,,7,186,True,2022-03-17T23:31:42+00:00,3,3291,6886,1,https://osu.ppy.sh/beatmaps/3196889
1539091,1.34,3205124,mania,ranked,188,2685408,[4K] Easy,6.5,5,170,False,518,105,0,4,,6.5,186,True,2022-03-17T23:31:43+00:00,3,2319,6562,1,https://osu.ppy.sh/beatmaps/3205124
1686759,3.33,3447346,mania,ranked,101,4115819,[4K] Colorful,8,5,152,False,645,143,0,4,,8,101,True,2022-03-13T16:22:02+00:00,3,2307,5698,1,https://osu.ppy.sh/beatmaps/3447346
1686759,1.13,3447347,mania,ranked,101,4115819,[4K] EASY,6.5,5,152,False,162,82,0,4,,6.5,101,True,2022-03-13T16:22:03+00:00,3,1463,3358,1,https://osu.ppy.sh/beatmaps/3447347
1686759,2.57,3447348,mania,ranked,101,4115819,[4K] HARD,7.5,5,152,False,546,108,0,4,,7.5,101,True,2022-03-13T16:22:03+00:00,3,1888,5050,1,https://osu.ppy.sh/beatmaps/3447348
1686759,1.7,3447349,mania,ranked,101,4115819,[4K] NORMAL,7,5,152,False,324,85,0,4,,7,101,True,2022-03-13T16:22:04+00:00,3,1649,3520,1,https://osu.ppy.sh/beatmaps/3447349
1684135,3.06,3445815,osu,ranked,226,5062061,Hard,5.5,6.5,136,False,266,239,2,3,,5,214,True,2022-03-06T09:34:32+00:00,0,553,4096,1,https://osu.ppy.sh/beatmaps/3445815
1684135,1.93,3446640,osu,ranked,226,5062061,Normal,4,5,136,False,145,156,1,2.7,,4,211,True,2022-03-06T09:34:32+00:00,0,781,2395,1,https://osu.ppy.sh/beatmaps/3446640
1684135,5.48,3453584,osu,ranked,226,5062061,OPERATION: LUNARIA,8.5,9.4,136,False,542,341,1,3.7,,6,213,True,2022-03-06T09:34:33+00:00,0,654,6931,1,https://osu.ppy.sh/beatmaps/3453584
1684135,4.78,3491030,osu,ranked,228,9823042,Heilia's Another,8,8.1,136,False,756,176,8,3.7,,6,211,True,2022-03-06T09:34:33+00:00,0,219,3862,1,https://osu.ppy.sh/beatmaps/3491030
1684135,4,3491951,osu,ranked,226,5062061,Left_Sama's Insane,6.8,7.5,136,False,372,227,1,3.7,,6,213,True,2022-03-06T09:34:34+00:00,0,481,3943,1,https://osu.ppy.sh/beatmaps/3491951
1676960,5.32,3426309,osu,ranked,209,13102983,Luminous,8.5,9.3,206,False,497,331,1,4,,5.4,208,True,2022-03-13T08:04:37+00:00,0,3733,16921,1,https://osu.ppy.sh/beatmaps/3426309
1676960,2.67,3427225,osu,ranked,208,13102983,Normal,4,5.4,206,False,255,251,1,3,,3,196,True,2022-03-13T08:04:37+00:00,0,2169,8074,1,https://osu.ppy.sh/beatmaps/3427225
1676960,4.83,3454421,osu,ranked,208,6984103,Kuse's Insane,8,9,206,False,337,389,0,4,,5,200,True,2022-03-13T08:04:38+00:00,0,2134,16732,1,https://osu.ppy.sh/beatmaps/3454421
1676960,3.64,3473988,osu,ranked,209,12190421,Setu's Hard,6,8,206,False,218,339,1,3.5,,4,197,True,2022-03-13T08:04:38+00:00,0,4443,15130,1,https://osu.ppy.sh/beatmaps/3473988
1669921,5.08,3410743,osu,ranked,109,7326908,Amateurre's Expert,8.3,9.2,177,False,319,164,1,4,,5.5,108,True,2022-03-12T06:27:33+00:00,0,2948,16219,1,https://osu.ppy.sh/beatmaps/3410743
1669921,3.65,3410744,osu,ranked,109,9487458,Hard,6,8,177,False,196,183,1,3.8,,4,108,True,2022-03-12T06:27:33+00:00,0,2594,11422,1,https://osu.ppy.sh/beatmaps/3410744
1669921,4.77,3410745,osu,ranked,109,9487458,Insane,8,9,177,False,307,160,1,4,,5,108,True,2022-03-12T06:27:34+00:00,0,2811,16246,1,https://osu.ppy.sh/beatmaps/3410745
1669921,2.45,3410746,osu,ranked,109,9487458,Normal,4,5.5,177,False,137,144,1,3.4,,3,108,True,2022-03-12T06:27:34+00:00,0,2317,6292,1,https://osu.ppy.sh/beatmaps/3410746
1669921,5.38,3410747,osu,ranked,109,9487458,Yuri,8.6,9.3,177,False,365,154,1,4.2,,6,108,True,2022-03-12T06:27:35+00:00,0,2048,9793,1,https://osu.ppy.sh/beatmaps/3410747
1616937,5.19,3301543,osu,ranked,187,3493804,Insane,8,9,95,False,470,180,0,5,,5,158,True,2022-03-12T23:15:03+00:00,0,3492,20818,1,https://osu.ppy.sh/beatmaps/3301543
1616937,3.64,3319189,osu,ranked,187,3493804,Hard,6.5,8,95,False,205,240,0,4,,5,158,True,2022-03-12T23:15:03+00:00,0,5315,18577,1,https://osu.ppy.sh/beatmaps/3319189
1616937,2.4,3324662,osu,ranked,187,3493804,Normal,4,6,95,False,139,200,0,3,,5,150,True,2022-03-12T23:15:04+00:00,0,3024,9964,1,https://osu.ppy.sh/beatmaps/3324662
1663184,6.24,3395093,osu,ranked,139,4694602,Down's Extra,8.8,9.6,156,False,732,209,0,4,,5,137,True,2022-03-12T20:11:22+00:00,0,608,9370,1,https://osu.ppy.sh/beatmaps/3395093
1663184,8.06,3395094,osu,ranked,140,4966334,Effervescence,9,10,156,False,672,379,0,3.8,,5,138,True,2022-03-12T20:11:23+00:00,0,325,6562,1,https://osu.ppy.sh/beatmaps/3395094
1663184,1.45,3396124,osu,ranked,140,4966334,Easy,2,4,156,False,50,56,1,2.6,,2,133,True,2022-03-12T20:11:23+00:00,0,1963,4537,1,https://osu.ppy.sh/beatmaps/3396124
1663184,3.33,3396305,osu,ranked,139,2054596,PaRaDogi's Hard,7,8,156,False,187,255,1,3.8,,4,137,True,2022-03-12T20:11:24+00:00,0,1246,9046,1,https://osu.ppy.sh/beatmaps/3396305
1663184,2.17,3398020,osu,ranked,139,4966334,Normal,5,6,156,False,117,128,1,3,,3.5,131,True,2022-03-12T20:11:24+00:00,0,2344,5293,1,https://osu.ppy.sh/beatmaps/3398020
