Hasar Kaydı,KM,Garanti,Vites,Çekiş,Fiyatı,Motor Tipi,Üretim Yılı ,Motor Gücü,Şanzıman,Hızlanma 0-100 km/saat,Azami Sürat,Motor Hacmi,Yakıt Tipi,Ortalama 
1,210,Hayır,Yarı Otomatik,Önden Çekiş,389.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,251,Hayır,Yarı Otomatik,Önden Çekiş,375.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,89,Hayır,Otomatik,Önden Çekiş,725.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,115,Hayır,Otomatik,Önden Çekiş,465.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,180,Hayır,Yarı Otomatik,Önden Çekiş,410.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,170,Evet,Yarı Otomatik,Önden Çekiş,352.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,392,Hayır,Yarı Otomatik,Önden Çekiş,330.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,223,Hayır,Yarı Otomatik,Önden Çekiş,477.50,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,259,Hayır,Yarı Otomatik,Önden Çekiş,302.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
0,44,Hayır,Otomatik,Önden Çekiş,777.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,358,Evet,Yarı Otomatik,Önden Çekiş,319.00,Dizel / 5 silindir,2010 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
0,190,Hayır,Manuel,Önden Çekiş,398.00,Dizel / 4 silindir,2011 / 2014,115 hp,Manuel 6 Vites / Önden Çekiş,"10,9 sn",195 km/saat,1560 cc,Dizel,"4,3 lt"
1,123.982,Hayır,Yarı Otomatik,Önden Çekiş,400.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,150,Hayır,Yarı Otomatik,Önden Çekiş,460.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,44.88,Hayır,Yarı Otomatik,Önden Çekiş,550.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,104,Hayır,Yarı Otomatik,Önden Çekiş,549.50,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,334,Hayır,Yarı Otomatik,Önden Çekiş,260.00,Dizel / 5 silindir,2007 / 2010,185 hp,Geartronic / 6 Vites / Önden Çekiş,"8,7 sn",210 km/saat,2401 cc,Dizel / EURO 4,"7,5 lt"
0,35,Hayır,Otomatik,Önden Çekiş,628.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,216,Hayır,Yarı Otomatik,Önden Çekiş,338.00,Benzinli / 4 silindir,2011 / 2011,203 hp,Powershift / 6 Vites / Önden Çekiş,"8,2 sn",230 km/saat,1999 cc,Benzinli,"8,2 lt"
1,192,Hayır,Otomatik,Önden Çekiş,378.00,Benzinli / 5 silindir,2000 / 2003,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
1,189,Hayır,Yarı Otomatik,Önden Çekiş,355.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,135,Hayır,Yarı Otomatik,Önden Çekiş,650.00,Dizel / 4 silindir,2015 / 2018,190 hp,Geartronic / 8 Vites / Önden Çekiş,"7,6 sn",230 km/saat,1969 cc,Dizel / EURO 6,"4,1 lt"
1,56,Hayır,Otomatik,Önden Çekiş,750.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,114,Hayır,Yarı Otomatik,Önden Çekiş,435.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,199.8,Evet,Yarı Otomatik,Önden Çekiş,352.90,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,94,Hayır,Otomatik,Önden Çekiş,705.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,309,Hayır,Otomatik,Önden Çekiş,203.00,Benzinli / 5 silindir,2004 / 2010,180 hp,Powershift / 5 Vites / Önden Çekiş,"9,5 sn",215 km/saat,1984 cc,Benzinli,"10,1 lt"
1,140,Hayır,Manuel,Önden Çekiş,298.50,Dizel / 4 silindir,2011 / 2014,115 hp,Manuel 6 Vites / Önden Çekiş,"10,9 sn",195 km/saat,1560 cc,Dizel,"4,3 lt"
1,148.762,Hayır,Yarı Otomatik,Önden Çekiş,479.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,7.5,Evet,Otomatik,4WD (Sürekli),1590.00,Benzinli / 4 silindir,2021 / 2021,250 hp,A / 8 Vites / 4x4,6.4 sn,180 km/saat,1969 cc,Benzinli,6.4 lt
0,225,Hayır,Otomatik,Önden Çekiş,485.00,Dizel / 4 silindir,2014 / 2015,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,204,Hayır,Yarı Otomatik,Önden Çekiş,487.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,269,Evet,Yarı Otomatik,Önden Çekiş,345.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,270,Evet,Otomatik,Önden Çekiş,255.00,Benzinli / 5 silindir,2007 / 2010,180 hp,Powershift / 5 Vites / Önden Çekiş,"9,5 sn",210 km/saat,1984 cc,Benzinli,"9,5 lt"
1,168,Hayır,Yarı Otomatik,Önden Çekiş,367.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,168,Evet,Yarı Otomatik,Önden Çekiş,492.99,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,145,Hayır,Yarı Otomatik,Önden Çekiş,480.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,189,Hayır,Yarı Otomatik,Önden Çekiş,405.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,241,Hayır,Yarı Otomatik,Önden Çekiş,380.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,138.4,Hayır,Yarı Otomatik,Önden Çekiş,380.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,203,Hayır,Yarı Otomatik,Önden Çekiş,388.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,237,Hayır,Yarı Otomatik,Önden Çekiş,427.90,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,91,Hayır,Yarı Otomatik,Önden Çekiş,501.90,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,221,Hayır,Yarı Otomatik,Önden Çekiş,340.00,Benzinli / 4 silindir,2011 / 2011,203 hp,Powershift / 6 Vites / Önden Çekiş,"8,2 sn",230 km/saat,1999 cc,Benzinli,"8,2 lt"
0,225,Hayır,Yarı Otomatik,Önden Çekiş,375.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
1,115,Hayır,Yarı Otomatik,Önden Çekiş,470.00,Benzinli / 4 silindir,2011 / 2011,203 hp,Powershift / 6 Vites / Önden Çekiş,"8,2 sn",230 km/saat,1999 cc,Benzinli,"8,3 lt"
0,166,Evet,Yarı Otomatik,Önden Çekiş,442.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,255.334,Hayır,Otomatik,Önden Çekiş,187.50,Benzinli / 5 silindir,2000 / 2003,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
1,114,Hayır,Yarı Otomatik,Önden Çekiş,440.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,165,Hayır,Yarı Otomatik,Önden Çekiş,435.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,158,Hayır,Yarı Otomatik,Önden Çekiş,349.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,260,Evet,Yarı Otomatik,Önden Çekiş,278.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
0,244,Hayır,Yarı Otomatik,Önden Çekiş,283.50,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,125,Hayır,Yarı Otomatik,Önden Çekiş,415.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,290,Hayır,Otomatik,Önden Çekiş,186.50,Benzinli / 5 silindir,2004 / 2010,180 hp,Powershift / 5 Vites / Önden Çekiş,"9,5 sn",215 km/saat,1984 cc,Benzinli,"10,1 lt"
1,126,Hayır,Yarı Otomatik,Önden Çekiş,255.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
1,144,Hayır,Yarı Otomatik,Önden Çekiş,554.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,207,Evet,Yarı Otomatik,Önden Çekiş,396.50,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,14,Evet,Otomatik,Önden Çekiş,755.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,170.6,Hayır,Yarı Otomatik,Önden Çekiş,460.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,318,Hayır,Yarı Otomatik,Önden Çekiş,350.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,218,Hayır,Manuel,Önden Çekiş,317.50,Dizel / 4 silindir,2011 / 2014,115 hp,Manuel 6 Vites / Önden Çekiş,"10,9 sn",195 km/saat,1560 cc,Dizel,"4,3 lt"
1,218,Hayır,Yarı Otomatik,Önden Çekiş,385.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,200,Hayır,Yarı Otomatik,Önden Çekiş,365.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
1,77,Hayır,Otomatik,Önden Çekiş,568.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,280,Hayır,Yarı Otomatik,Önden Çekiş,410.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,255,Hayır,Yarı Otomatik,Önden Çekiş,179.00,Benzinli / 5 silindir,2000 / 2004,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
0,104,Hayır,Yarı Otomatik,Önden Çekiş,608.50,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,263,Hayır,Yarı Otomatik,Önden Çekiş,282.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
0,227,Hayır,Otomatik,Önden Çekiş,230.00,Benzinli / 5 silindir,2000 / 2003,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
0,212,Hayır,Yarı Otomatik,Önden Çekiş,365.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,188,Hayır,Yarı Otomatik,Önden Çekiş,310.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,85,Hayır,Otomatik,Önden Çekiş,580.00,Dizel / 4 silindir,2014 / 2015,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,143,Hayır,Yarı Otomatik,Önden Çekiş,435.00,Benzinli / 4 silindir,2015 / 2018,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,173,Hayır,Yarı Otomatik,Önden Çekiş,439.50,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,175,Hayır,Yarı Otomatik,Önden Çekiş,405.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,200,Hayır,Yarı Otomatik,Önden Çekiş,525.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,188,Hayır,Yarı Otomatik,Önden Çekiş,385.00,Benzinli / 4 silindir,2011 / 2011,203 hp,Powershift / 6 Vites / Önden Çekiş,"8,2 sn",230 km/saat,1999 cc,Benzinli,"8,3 lt"
0,129,Hayır,Yarı Otomatik,Önden Çekiş,572.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,145,Hayır,Yarı Otomatik,Önden Çekiş,585.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,167,Evet,Yarı Otomatik,Önden Çekiş,479.00,Benzinli / 4 silindir,2015 / 2018,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,92.456,Evet,Yarı Otomatik,Önden Çekiş,386.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,90,Hayır,Yarı Otomatik,Önden Çekiş,558.00,Benzinli / 4 silindir,2015 / 2018,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,256,Hayır,Yarı Otomatik,Önden Çekiş,390.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,230,Hayır,Yarı Otomatik,Önden Çekiş,440.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,129,Hayır,Yarı Otomatik,Önden Çekiş,385.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
1,267,Hayır,Otomatik,Önden Çekiş,215.00,Benzinli / 5 silindir,2004 / 2010,180 hp,Powershift / 5 Vites / Önden Çekiş,"9,5 sn",215 km/saat,1984 cc,Benzinli,"10,1 lt"
0,310,Hayır,Yarı Otomatik,Önden Çekiş,450.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,349,Hayır,Yarı Otomatik,Önden Çekiş,300.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,323,Hayır,Otomatik,Önden Çekiş,210.00,Benzinli / 5 silindir,2000 / 2003,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
0,142,Hayır,Yarı Otomatik,Önden Çekiş,272.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,100,Hayır,Yarı Otomatik,Önden Çekiş,470.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,113,Evet,Yarı Otomatik,Önden Çekiş,455.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,194.38,Hayır,Yarı Otomatik,Önden Çekiş,415.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,31,Evet,Otomatik,4WD (Sürekli),1865.00,Benzinli / 4 silindir,2022 / Üretim devam ediyor,250 hp,A / 8 Vites / 4x4,6.5 sn,180 km/saat,1969 cc,Benzinli,6.4 lt
0,222,Hayır,Manuel,Önden Çekiş,290.00,Dizel / 4 silindir,2011 / 2014,115 hp,Manuel 6 Vites / Önden Çekiş,"10,9 sn",195 km/saat,1560 cc,Dizel,"4,3 lt"
1,111,Hayır,Yarı Otomatik,Önden Çekiş,600.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,102,Hayır,Otomatik,Önden Çekiş,650.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,161,Hayır,Yarı Otomatik,Önden Çekiş,430.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
1,90,Hayır,Otomatik,Önden Çekiş,520.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
1,159,Hayır,Yarı Otomatik,Önden Çekiş,528.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,75.5,Hayır,Otomatik,Önden Çekiş,640.00,Benzinli / 4 silindir,2015 / 2019,152 hp,Geartronic / 6 Vites / Önden Çekiş,"8,6 sn",210 km/saat,1498 cc,Benzinli / EURO 6,"5,8 lt"
0,209,Hayır,Yarı Otomatik,Önden Çekiş,497.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,264,Hayır,Yarı Otomatik,Önden Çekiş,285.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,162,Hayır,Yarı Otomatik,Önden Çekiş,418.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,181,Hayır,Yarı Otomatik,Önden Çekiş,350.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
1,256,Hayır,Yarı Otomatik,Önden Çekiş,400.00,Dizel / 4 silindir,2012 / 2014,115 hp,Powershift / 6 Vites / Önden Çekiş,"10,9 sn",190 km/saat,1560 cc,Dizel,"4,3 lt"
0,174,Hayır,Yarı Otomatik,Önden Çekiş,557.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,480,Evet,Otomatik,Önden Çekiş,137.50,Benzinli / 5 silindir,2000 / 2004,180 hp,Geartronic / 5 Vites / Önden Çekiş,"9,5 sn",215 km/saat,1984 cc,Benzinli,"10,1 lt"
1,289.5,Evet,Otomatik,Önden Çekiş,195.00,Benzinli / 5 silindir,2000 / 2003,250 hp,Geartronic / 5 Vites / Önden Çekiş,"7,2 sn",245 km/saat,2319 cc,Benzinli,"10,3 lt"
0,162,Hayır,Yarı Otomatik,Önden Çekiş,450.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,132,Hayır,Yarı Otomatik,Önden Çekiş,480.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,133,Hayır,Yarı Otomatik,Önden Çekiş,477.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,180,Hayır,Yarı Otomatik,Önden Çekiş,430.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,240,Evet,Yarı Otomatik,Önden Çekiş,374.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
1,188,Hayır,Yarı Otomatik,Önden Çekiş,460.00,Dizel / 4 silindir,2014 / 2016,115 hp,Powershift / 6 Vites / Önden Çekiş,"12,3 sn",190 km/saat,1560 cc,Dizel / EURO 5,"4,1 lt"
0,234,Hayır,Otomatik,Önden Çekiş,202.00,Benzinli / 5 silindir,2000 / 2004,180 hp,Geartronic / 5 Vites / Önden Çekiş,"9,5 sn",215 km/saat,1984 cc,Benzinli,"10,1 lt"
0,115,Hayır,Yarı Otomatik,Önden Çekiş,595.00,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,120,Hayır,Yarı Otomatik,Önden Çekiş,377.50,Benzinli / 4 silindir,2011 / 2014,180 hp,Powershift / 6 Vites / Önden Çekiş,"7,4 sn",225 km/saat,1595 cc,Benzinli,"7,6 lt"
0,219,Evet,Yarı Otomatik,Önden Çekiş,354.00,Dizel / 5 silindir,2011 / 2012,163 hp,Otomatik / 6 Vites / Önden Çekiş,"9,2 sn",215 km/saat,1984 cc,Dizel,"5,9 lt"
